JD V-C s1 
2457608.43502 0.2722 0.0092 
2457608.43558 0.2816 0.0091 
2457608.43613 0.2844 0.0089 
2457608.43670 0.2900 0.0090 
2457608.43726 0.2830 0.0088 
2457608.43781 0.2869 0.0090 
2457608.43837 0.2908 0.0092 
2457608.43894 0.2711 0.0091 
2457608.43949 0.2520 0.0093 
2457608.44005 0.2821 0.0096 
2457608.44060 0.2941 0.0093 
2457608.44117 0.2898 0.0096 
2457608.44172 0.2814 0.0097 
2457608.44228 0.2742 0.0101 
2457608.44284 0.2938 0.0105 
2457608.44340 0.2778 0.0104 
2457608.44396 0.2816 0.0109 
2457608.44451 0.2840 0.0107 
2457608.44507 0.3054 0.0105 
2457608.44564 0.2918 0.0104 
2457608.44619 0.3172 0.0109 
2457608.44675 0.3019 0.0103 
2457608.44732 0.2900 0.0114 
2457608.44787 0.2777 0.0122 
2457608.44843 0.2918 0.0116 
2457608.44898 0.2981 0.0107 
2457608.44954 0.2889 0.0099 
2457608.45010 0.2899 0.0095 
2457608.45066 0.3096 0.0095 
2457608.45121 0.2933 0.0092 
2457608.45178 0.3076 0.0091 
2457608.45234 0.3058 0.0091 
2457608.45289 0.3220 0.0092 
2457608.45345 99.9999 9.9999 
2457608.45402 0.3121 0.0091 
2457608.45457 0.3024 0.0089 
2457608.45514 0.3055 0.0091 
2457608.45569 0.3263 0.0092 
2457608.45625 99.9999 9.9999 
2457608.45681 99.9999 9.9999 
2457608.45737 0.3099 0.0094 
2457608.45793 0.3088 0.0094 
2457608.45848 99.9999 9.9999 
2457608.45904 99.9999 9.9999 
2457608.45959 0.2928 0.0097 
2457608.46016 0.3059 0.0104 
2457608.46072 0.3026 0.0103 
2457608.46127 0.2905 0.0110 
2457608.46184 99.9999 9.9999 
2457608.46240 0.2971 0.0108 
2457608.46295 0.3169 0.0107 
2457608.46352 0.3143 0.0108 
2457608.46407 0.3183 0.0106 
2457608.46463 0.3125 0.0093 
2457608.46519 0.2976 0.0093 
2457608.46575 0.2979 0.0094 
2457608.46631 99.9999 9.9999 
2457608.46686 0.3155 0.0096 
2457608.46742 0.2851 0.0097 
2457608.46797 0.3070 0.0096 
2457608.46854 0.3070 0.0094 
2457608.46910 0.2960 0.0097 
2457608.46965 0.3204 0.0096 
2457608.47021 0.2926 0.0093 
2457608.47077 0.2924 0.0095 
2457608.47133 0.2889 0.0096 
2457608.47189 0.3122 0.0096 
2457608.47244 0.3182 0.0094 
2457608.47301 0.3032 0.0094 
2457608.47357 0.3046 0.0096 
2457608.47412 0.3130 0.0094 
2457608.47468 99.9999 9.9999 
2457608.47524 0.3012 0.0093 
2457608.47580 0.3043 0.0093 
2457608.47635 0.3231 0.0093 
2457608.47691 0.3116 0.0096 
2457608.47748 0.2936 0.0094 
2457608.47803 99.9999 9.9999 
2457608.47859 0.2861 0.0098 
2457608.47914 99.9999 9.9999 
2457608.47970 0.3061 0.0104 
2457608.48027 0.3049 0.0101 
2457608.48082 99.9999 9.9999 
2457608.48138 0.3216 0.0110 
2457608.48193 0.3200 0.0127 
2457608.48250 0.3009 0.0134 
2457608.48306 99.9999 9.9999 
2457608.48361 0.3276 0.0123 
2457608.48417 0.3043 0.0143 
2457608.48473 99.9999 9.9999 
2457608.48529 0.3212 0.0172 
2457608.48585 0.3199 0.0181 
2457608.48640 0.2920 0.0201 
2457608.48696 0.2881 0.0174 
2457608.48752 0.3187 0.0150 
2457608.48808 0.3207 0.0142 
2457608.48863 0.3283 0.0131 
2457608.48920 0.2992 0.0106 
2457608.48976 0.3234 0.0104 
2457608.49031 0.3038 0.0103 
2457608.49144 0.3005 0.0096 
2457608.49199 0.3086 0.0099 
2457608.49255 0.3062 0.0099 
2457608.49310 0.3260 0.0099 
2457608.49367 0.2947 0.0102 
2457608.49478 0.3118 0.0098 
2457608.49534 0.3398 0.0106 
2457608.49589 0.3400 0.0116 
2457608.49646 0.3356 0.0108 
2457608.49701 99.9999 9.9999 
2457608.49757 0.3288 0.0111 
2457608.49812 0.3266 0.0109 
2457608.49869 0.3237 0.0102 
2457608.49925 0.3266 0.0101 
2457608.49980 0.3151 0.0104 
2457608.50037 0.3147 0.0102 
2457608.50148 0.3011 0.0102 
2457608.50204 0.3041 0.0100 
2457608.50260 0.3355 0.0098 
2457608.50316 0.3243 0.0103 
2457608.50372 0.3206 0.0101 
2457608.50427 99.9999 9.9999 
2457608.50484 0.2970 0.0110 
2457608.50539 0.3173 0.0107 
2457608.50595 0.3287 0.0108 
2457608.50650 0.3062 0.0104 
2457608.50707 0.3268 0.0101 
2457608.50763 0.3062 0.0101 
2457608.50818 0.3168 0.0105 
2457608.50874 0.3274 0.0112 
2457608.50931 0.3234 0.0119 
2457608.50986 0.3326 0.0123 
2457608.51098 0.3289 0.0168 
2457608.51154 0.3168 0.0167 
2457608.51210 0.3162 0.0174 
2457608.51266 0.3106 0.0197 
2457608.51322 99.9999 9.9999 
2457608.51377 0.3267 0.0212 
2457608.51433 0.3012 0.0191 
2457608.51490 0.3142 0.0157 
2457608.51545 0.3111 0.0116 
2457608.51656 0.3375 0.0236 
2457608.51713 0.2588 0.0270 
2457608.51768 99.9999 9.9999 
2457608.51880 0.2766 0.0130 
2457608.51936 0.2892 0.0134 
2457608.51992 0.3232 0.0138 
2457608.52048 0.2832 0.0122 
2457608.52104 0.2884 0.0118 
2457608.52160 0.3038 0.0125 
2457608.52215 0.2963 0.0108 
2457608.52271 0.3136 0.0103 
2457608.52328 0.2900 0.0104 
2457608.52383 0.3006 0.0103 
2457608.52439 0.2910 0.0104 
2457608.52494 0.2900 0.0103 
2457608.52550 0.2911 0.0105 
2457608.52606 0.2935 0.0104 
2457608.52662 0.2947 0.0103 
2457608.52718 0.2747 0.0101 
2457608.52773 0.2886 0.0101 
2457608.52830 0.2898 0.0109 
2457608.52885 0.2530 0.0106 
2457608.52941 0.2870 0.0108 
2457608.53053 0.2711 0.0107 
2457608.53109 0.2721 0.0106 
2457608.53164 0.3133 0.0111 
2457608.53220 0.3011 0.0105 
2457608.53276 0.2502 0.0113 
2457608.53332 0.2887 0.0109 
2457608.53388 0.2962 0.0106 
2457608.53499 0.2956 0.0116 
2457608.53611 0.2766 0.0153 
2457608.53722 0.2751 0.0186 
2457608.53779 0.2957 0.0134 
2457608.53834 0.3067 0.0110 
2457608.53890 0.2886 0.0106 
2457608.54058 0.2790 0.0112 
2457608.54113 0.2698 0.0109 
2457608.54226 0.3025 0.0125 
2457608.54281 0.2898 0.0131 
2457608.54337 0.2855 0.0139 
2457608.54392 0.2656 0.0140 
2457608.54448 0.3003 0.0128 
2457608.54560 0.2737 0.0128 
2457608.54617 0.2678 0.0128 
2457608.54672 0.2922 0.0126 
2457608.54784 0.2936 0.0125 
2457608.55007 0.3219 0.0112 
