JD V-C s1 
2458300.42701 -0.1350 0.0059 
2458300.42752 -0.1193 0.0058 
2458300.42804 -0.1440 0.0058 
2458300.42855 -0.1409 0.0057 
2458300.42906 -0.1483 0.0057 
2458300.42957 -0.1525 0.0058 
2458300.43008 -0.1288 0.0057 
2458300.43059 -0.1364 0.0058 
2458300.43213 -0.1316 0.0058 
2458300.43264 -0.1481 0.0058 
2458300.43315 -0.1377 0.0057 
2458300.43367 -0.1178 0.0059 
2458300.43418 -0.1366 0.0057 
2458300.43469 -0.1396 0.0060 
2458300.43520 -0.1448 0.0061 
2458300.43571 -0.1323 0.0059 
2458300.43622 -0.1285 0.0059 
2458300.43674 -0.1205 0.0058 
2458300.43725 -0.1299 0.0059 
2458300.43775 -0.1300 0.0057 
2458300.43826 -0.1243 0.0059 
2458300.43877 -0.1430 0.0063 
2458300.43928 -0.1280 0.0063 
2458300.44082 -0.1347 0.0058 
2458300.44133 -0.1365 0.0058 
2458300.44184 -0.1238 0.0059 
2458300.44235 -0.1314 0.0061 
2458300.44287 -0.1279 0.0060 
2458300.44338 -0.1279 0.0061 
2458300.44389 -0.1218 0.0057 
2458300.44440 -0.1178 0.0061 
2458300.44491 -0.1311 0.0060 
2458300.44542 -0.1357 0.0063 
2458300.44594 -0.1313 0.0060 
2458300.44645 -0.1470 0.0060 
2458300.44696 99.9999 9.9999 
2458300.44747 -0.1337 0.0058 
2458300.44797 -0.1421 0.0062 
2458300.44848 -0.1420 0.0063 
2458300.44900 99.9999 9.9999 
2458300.44951 -0.1263 0.0060 
2458300.45002 -0.1157 0.0059 
2458300.45053 -0.1191 0.0059 
2458300.45104 -0.1265 0.0061 
2458300.45155 -0.1295 0.0062 
2458300.45207 -0.1184 0.0061 
2458300.45258 -0.1213 0.0060 
2458300.45309 -0.1281 0.0059 
2458300.45360 -0.1338 0.0062 
2458300.45411 -0.1306 0.0064 
2458300.45462 -0.1238 0.0061 
2458300.45514 -0.1204 0.0061 
2458300.45565 -0.1147 0.0060 
2458300.45616 -0.1243 0.0060 
2458300.45718 -0.1302 0.0064 
2458300.45768 -0.1243 0.0062 
2458300.45821 -0.1301 0.0060 
2458300.45872 -0.1287 0.0060 
2458300.45922 -0.1279 0.0065 
2458300.45973 -0.1307 0.0065 
2458300.46024 -0.1273 0.0063 
2458300.46075 -0.1379 0.0061 
2458300.46127 -0.1455 0.0060 
2458300.46178 -0.1399 0.0063 
2458300.46229 -0.1451 0.0063 
2458300.46280 -0.1125 0.0064 
2458300.46331 -0.1289 0.0063 
2458300.46382 -0.1229 0.0061 
2458300.46433 -0.1434 0.0059 
2458300.46485 -0.1384 0.0064 
2458300.46536 -0.1271 0.0063 
2458300.46587 -0.1389 0.0063 
2458300.46638 99.9999 9.9999 
2458300.46689 -0.1371 0.0060 
2458300.46740 -0.1487 0.0069 
2458300.46792 -0.1413 0.0066 
2458300.46843 -0.1299 0.0066 
2458300.46893 -0.1425 0.0063 
2458300.46944 -0.1304 0.0062 
2458300.46995 -0.1347 0.0061 
2458300.47046 -0.1315 0.0060 
2458300.47098 -0.1413 0.0066 
2458300.47149 -0.1363 0.0065 
2458300.47200 -0.1285 0.0063 
2458300.47251 -0.1394 0.0062 
2458300.47302 -0.1364 0.0060 
2458300.47354 -0.1312 0.0066 
2458300.47405 -0.1332 0.0065 
2458300.47456 -0.1328 0.0062 
2458300.47507 -0.1342 0.0062 
2458300.47558 -0.1358 0.0062 
2458300.47609 -0.1425 0.0068 
2458300.47661 -0.1243 0.0067 
2458300.47712 -0.1297 0.0065 
2458300.47763 -0.1401 0.0063 
2458300.47865 -0.1198 0.0065 
2458300.47915 -0.1318 0.0079 
2458300.47968 -0.1307 0.0078 
2458300.48019 -0.1439 0.0076 
2458300.48069 -0.1486 0.0073 
2458300.48120 -0.1266 0.0073 
2458300.48171 -0.1315 0.0070 
2458300.48222 -0.1296 0.0067 
2458300.48274 -0.1337 0.0065 
2458300.48325 99.9999 9.9999 
2458300.48376 -0.1383 0.0063 
2458300.48427 99.9999 9.9999 
2458300.48478 -0.1401 0.0071 
2458300.48529 -0.1344 0.0071 
2458300.48581 -0.1378 0.0069 
2458300.48632 -0.1341 0.0067 
2458300.48683 -0.1439 0.0064 
2458300.48734 -0.1408 0.0065 
2458300.48785 -0.1397 0.0064 
2458300.48836 -0.1390 0.0067 
2458300.48888 -0.1404 0.0066 
2458300.48939 -0.1400 0.0065 
2458300.48990 -0.1468 0.0065 
2458300.49040 -0.1273 0.0063 
2458300.49091 -0.1437 0.0063 
2458300.49142 -0.1410 0.0069 
2458300.49194 -0.1573 0.0067 
2458300.49245 -0.1500 0.0066 
2458300.49296 -0.1525 0.0065 
2458300.49347 -0.1522 0.0064 
2458300.49398 -0.1672 0.0064 
2458300.49449 -0.1559 0.0071 
2458300.49501 -0.1425 0.0068 
2458300.49552 -0.1501 0.0065 
2458300.49603 -0.1609 0.0062 
2458300.49654 -0.1512 0.0063 
2458300.49705 -0.1534 0.0066 
2458300.49756 -0.1624 0.0068 
2458300.49808 -0.1559 0.0066 
2458300.49859 -0.1576 0.0065 
2458300.49910 -0.1669 0.0064 
2458300.49961 -0.1786 0.0065 
2458300.50012 -0.1813 0.0070 
2458300.50062 -0.1714 0.0069 
2458300.50115 -0.1752 0.0065 
2458300.50165 -0.1755 0.0065 
2458300.50216 -0.1649 0.0065 
2458300.50267 -0.1690 0.0063 
2458300.50318 -0.1571 0.0068 
2458300.50369 -0.1729 0.0066 
2458300.50421 -0.1654 0.0063 
2458300.50472 -0.1709 0.0063 
2458300.50523 -0.1671 0.0063 
2458300.50574 -0.1746 0.0072 
2458300.50625 -0.1657 0.0069 
2458300.50676 -0.1622 0.0067 
2458300.50728 -0.1715 0.0063 
2458300.50779 -0.1699 0.0063 
2458300.50830 -0.1706 0.0063 
2458300.50881 -0.1708 0.0073 
2458300.50932 -0.1772 0.0070 
2458300.50983 -0.1603 0.0067 
2458300.51035 -0.1618 0.0067 
2458300.51086 -0.1754 0.0064 
2458300.51137 -0.1678 0.0063 
2458300.51187 -0.1823 0.0065 
2458300.51289 -0.1683 0.0065 
2458300.51340 -0.1726 0.0065 
2458300.51392 -0.1622 0.0062 
2458300.51443 -0.1636 0.0066 
2458300.51494 -0.1616 0.0066 
2458300.51545 -0.1736 0.0064 
2458300.51596 -0.1599 0.0063 
2458300.51647 -0.1547 0.0063 
2458300.51699 -0.1687 0.0069 
2458300.51801 -0.1694 0.0068 
2458300.51852 -0.1665 0.0067 
2458300.51903 -0.1640 0.0065 
2458300.51955 -0.1638 0.0065 
2458300.52006 -0.1641 0.0062 
2458300.52057 -0.1625 0.0067 
2458300.52108 -0.1697 0.0065 
2458300.52159 -0.1727 0.0063 
2458300.52209 -0.1571 0.0064 
2458300.52260 -0.1676 0.0065 
2458300.52363 -0.1622 0.0065 
2458300.52414 -0.1636 0.0066 
2458300.52465 -0.1580 0.0063 
2458300.52516 -0.1605 0.0067 
2458300.52567 -0.1660 0.0069 
2458300.52619 -0.1544 0.0067 
2458300.52670 -0.1606 0.0065 
2458300.52772 -0.1660 0.0063 
2458300.52823 -0.1714 0.0066 
2458300.52874 -0.1601 0.0067 
2458300.52926 -0.1543 0.0067 
2458300.53028 -0.1628 0.0063 
2458300.53079 -0.1543 0.0067 
2458300.53130 -0.1530 0.0069 
2458300.53182 -0.1593 0.0066 
2458300.53233 -0.1747 0.0065 
2458300.53284 -0.1555 0.0065 
2458300.53334 -0.1673 0.0063 
2458300.53385 -0.1727 0.0072 
2458300.53436 -0.1641 0.0070 
2458300.53487 -0.1571 0.0070 
2458300.53539 -0.1598 0.0068 
2458300.53590 -0.1742 0.0065 
2458300.53641 -0.1528 0.0066 
2458300.53692 -0.1575 0.0068 
2458300.53743 -0.1686 0.0071 
2458300.53794 -0.1753 0.0068 
2458300.53846 -0.1595 0.0068 
2458300.53897 -0.1559 0.0068 
2458300.53948 -0.1715 0.0068 
2458300.53999 -0.1567 0.0068 
2458300.54050 -0.1559 0.0074 
2458300.54153 -0.1658 0.0073 
